,p_id,p_name,p_href,p_level,p_answer_people,try_count,category
0,1223,마법의 돌,https://www.acmicpc.net/problem/1223,0,2,8.00,
1,1237,정ㅋ벅ㅋ,https://www.acmicpc.net/problem/1237,0,"19,905",3.17,
2,1274,커피숍1,https://www.acmicpc.net/problem/1274,0,31,11.61,
3,1299,전쟁 - 탈출편2,https://www.acmicpc.net/problem/1299,0,10,7.70,
4,1317,그룹 단어,https://www.acmicpc.net/problem/1317,0,14,6.71,
5,1324,젠장,https://www.acmicpc.net/problem/1324,0,65,4.45,
6,1349,건축가의 나라,https://www.acmicpc.net/problem/1349,0,3,2.00,
7,1363,트리,https://www.acmicpc.net/problem/1363,0,4,2.00,
8,1367,타브 악보,https://www.acmicpc.net/problem/1367,0,3,6.33,
9,1378,증가 수열,https://www.acmicpc.net/problem/1378,0,4,21.25,
10,1387,행렬 교환,https://www.acmicpc.net/problem/1387,0,8,2.50,
11,1397,인화철도 구구칠,https://www.acmicpc.net/problem/1397,0,5,18.60,
12,1428,다각형의 개수,https://www.acmicpc.net/problem/1428,0,7,6.29,
13,1447,보호 천막,https://www.acmicpc.net/problem/1447,0,2,4.00,
14,1452,숌 크로스워드,https://www.acmicpc.net/problem/1452,0,2,1.50,
15,1454,세비 게임,https://www.acmicpc.net/problem/1454,0,4,5.75,
16,1458,종이 겹치기,https://www.acmicpc.net/problem/1458,0,4,3.25,
17,1465,배열 고치기,https://www.acmicpc.net/problem/1465,0,7,1.14,
18,1468,네트워크,https://www.acmicpc.net/problem/1468,0,6,2.00,
19,1472,전화번호,https://www.acmicpc.net/problem/1472,0,2,3.00,
20,1478,정사각형,https://www.acmicpc.net/problem/1478,0,5,2.60,
21,1483,저항,https://www.acmicpc.net/problem/1483,0,2,3.50,
22,1496,기타 고르기,https://www.acmicpc.net/problem/1496,0,4,3.75,
23,1558,그림의 개수,https://www.acmicpc.net/problem/1558,0,6,2.83,
24,1567,모든 사이클의 길이,https://www.acmicpc.net/problem/1567,0,3,3.67,
25,1579,보물 찾기,https://www.acmicpc.net/problem/1579,0,5,3.20,
26,1583,이동호의 트럭,https://www.acmicpc.net/problem/1583,0,4,4.00,
27,1589,레이저,https://www.acmicpc.net/problem/1589,0,2,9.00,
28,1596,영식함수,https://www.acmicpc.net/problem/1596,0,10,2.60,
29,1597,아스키 아트,https://www.acmicpc.net/problem/1597,0,3,1.00,
30,1610,프로게이머 영식,https://www.acmicpc.net/problem/1610,0,3,5.33,
31,1641,삼각형 개수 세기,https://www.acmicpc.net/problem/1641,0,5,1.20,
32,1645,성지의 생일파티,https://www.acmicpc.net/problem/1645,0,131,3.32,
33,1651,숌 코드,https://www.acmicpc.net/problem/1651,0,2,6.00,
34,1674,성준이와 초콜릿,https://www.acmicpc.net/problem/1674,0,6,3.83,
35,1683,책장 맨 윗칸,https://www.acmicpc.net/problem/1683,0,5,8.40,
36,1696,색 막대,https://www.acmicpc.net/problem/1696,0,8,2.75,
37,1698,보안 패널,https://www.acmicpc.net/problem/1698,0,3,5.67,
38,1705,컵,https://www.acmicpc.net/problem/1705,0,3,2.00,
39,1776,깜짝 선물,https://www.acmicpc.net/problem/1776,0,3,14.67,
40,1815,방송국,https://www.acmicpc.net/problem/1815,0,5,1.20,
41,1844,농지 정리,https://www.acmicpc.net/problem/1844,0,5,1.40,
42,1869,육각형,https://www.acmicpc.net/problem/1869,0,2,2.00,
43,1870,지붕 제작,https://www.acmicpc.net/problem/1870,0,2,3.00,
44,1880,Big Brother,https://www.acmicpc.net/problem/1880,0,3,2.00,
45,1899,월드인의 공부 스타일,https://www.acmicpc.net/problem/1899,0,2,2.00,
46,1928,게임고안,https://www.acmicpc.net/problem/1928,0,3,1.67,
47,1950,지도,https://www.acmicpc.net/problem/1950,0,2,6.50,
48,1968,우체부,https://www.acmicpc.net/problem/1968,0,10,2.50,
49,1973,버스 노선,https://www.acmicpc.net/problem/1973,0,2,14.00,
50,1995,폐쇄회로,https://www.acmicpc.net/problem/1995,0,5,2.80,
51,2039,뱀 찾기,https://www.acmicpc.net/problem/2039,0,5,4.00,
52,2050,타일 게임,https://www.acmicpc.net/problem/2050,0,1,1.00,
53,2053,반직선,https://www.acmicpc.net/problem/2053,0,6,5.83,
54,2059,작업 순서,https://www.acmicpc.net/problem/2059,0,2,5.50,
55,2067,엘리베이터,https://www.acmicpc.net/problem/2067,0,8,5.75,
56,2068,자전거 경주,https://www.acmicpc.net/problem/2068,0,2,1.00,
57,2100,감시 로봇,https://www.acmicpc.net/problem/2100,0,7,5.71,
58,2101,이미지의 에너지,https://www.acmicpc.net/problem/2101,0,4,6.25,
59,2106,흑염소 감금하기,https://www.acmicpc.net/problem/2106,0,7,1.29,
60,2114,동물원 우리,https://www.acmicpc.net/problem/2114,0,1,2.00,
61,2120,셋이 놀기,https://www.acmicpc.net/problem/2120,0,5,4.20,
62,2127,Limit Checking,https://www.acmicpc.net/problem/2127,0,3,1.33,
63,2147,자리 배치하기,https://www.acmicpc.net/problem/2147,0,7,1.86,
64,2177,급료 계산,https://www.acmicpc.net/problem/2177,0,6,3.83,
65,2181,Walking the dog,https://www.acmicpc.net/problem/2181,0,2,4.00,
66,2198,버스와 손님,https://www.acmicpc.net/problem/2198,0,9,5.00,
67,2203,선거구 나누기,https://www.acmicpc.net/problem/2203,0,3,5.33,
68,2227,Checking Causality,https://www.acmicpc.net/problem/2227,0,0,0.00,
69,2249,Olympic Ranking,https://www.acmicpc.net/problem/2249,0,0,0.00,
70,2264,대칭 그림,https://www.acmicpc.net/problem/2264,0,13,6.77,
71,2265,거짓말쟁이,https://www.acmicpc.net/problem/2265,0,5,2.60,
72,2267,Bus Timetable,https://www.acmicpc.net/problem/2267,0,0,0.00,
73,2269,Prevtree,https://www.acmicpc.net/problem/2269,0,2,1.00,
74,2277,금고 털기,https://www.acmicpc.net/problem/2277,0,1,5.00,
75,2280,정사각형과 점,https://www.acmicpc.net/problem/2280,0,2,1.50,
76,2286,비선형 수열,https://www.acmicpc.net/problem/2286,0,2,1.00,
77,2297,직각 이등변 삼각형,https://www.acmicpc.net/problem/2297,0,4,1.50,
78,2299,수식 계산,https://www.acmicpc.net/problem/2299,0,4,1.50,
79,2340,이진 수열 회전,https://www.acmicpc.net/problem/2340,0,7,3.14,
80,2345,지뢰 제거,https://www.acmicpc.net/problem/2345,0,2,1.50,
81,2349,무선 통신 기지국,https://www.acmicpc.net/problem/2349,0,3,1.67,
82,2353,오타,https://www.acmicpc.net/problem/2353,0,10,2.80,
83,2366,이진트리 그리기,https://www.acmicpc.net/problem/2366,0,4,3.00,
84,2382,키워드 매칭,https://www.acmicpc.net/problem/2382,0,7,9.43,
85,2383,Ferries,https://www.acmicpc.net/problem/2383,0,0,0.00,
86,2384,I’m a Frayed Knot,https://www.acmicpc.net/problem/2384,0,0,0.00,
87,2409,파이프 자르기,https://www.acmicpc.net/problem/2409,0,4,27.50,
88,2425,Lego,https://www.acmicpc.net/problem/2425,0,3,1.67,
89,2510,어려운 매췽,https://www.acmicpc.net/problem/2510,0,0,0.00,
90,2521,팬케이크 사랑 2,https://www.acmicpc.net/problem/2521,0,2,1.50,
91,2555,생일 출력하기,https://www.acmicpc.net/problem/2555,0,"7,355",1.95,
92,2556,별 찍기 - 14,https://www.acmicpc.net/problem/2556,0,"5,794",1.90,
93,2582,동전 뒤집기 2,https://www.acmicpc.net/problem/2582,0,218,9.06,
94,2649,비상 연락망,https://www.acmicpc.net/problem/2649,0,1,1.00,
95,2683,황금 천장,https://www.acmicpc.net/problem/2683,0,1,2.00,
96,2706,문자 보내기,https://www.acmicpc.net/problem/2706,0,4,2.75,
97,2707,노말 정렬,https://www.acmicpc.net/problem/2707,0,14,5.79,
98,2717,Model Rocket Height,https://www.acmicpc.net/problem/2717,0,2,1.00,
99,2719,공간 개념 테스트,https://www.acmicpc.net/problem/2719,0,5,1.20,
100,2732,Kindergarten Graduation,https://www.acmicpc.net/problem/2732,0,0,0.00,
101,2735,No Fold’em Hold’em,https://www.acmicpc.net/problem/2735,0,0,0.00,
102,2736,모형 로켓 발사,https://www.acmicpc.net/problem/2736,0,2,1.00,
103,2760,마술사 현우,https://www.acmicpc.net/problem/2760,0,4,2.50,
104,2768,세금 계산,https://www.acmicpc.net/problem/2768,0,1,1.00,
105,2772,완전히 다양화된 수열,https://www.acmicpc.net/problem/2772,0,11,1.64,
106,2815,암호 해독가 최준민,https://www.acmicpc.net/problem/2815,0,16,3.44,
107,2856,동규가 설치한 그림판,https://www.acmicpc.net/problem/2856,0,5,2.40,
108,2883,남극의 과학자,https://www.acmicpc.net/problem/2883,0,1,3.00,
109,2894,명탐정 홍즈,https://www.acmicpc.net/problem/2894,0,16,3.13,
110,2895,그렘린,https://www.acmicpc.net/problem/2895,0,8,2.13,
111,2918,Arrange,https://www.acmicpc.net/problem/2918,0,0,0.00,
112,2926,비례대표,https://www.acmicpc.net/problem/2926,0,3,1.00,
113,2952,주기율표,https://www.acmicpc.net/problem/2952,0,6,1.67,
114,2970,두더지,https://www.acmicpc.net/problem/2970,0,28,2.57,
115,2996,큐브 모으기,https://www.acmicpc.net/problem/2996,0,7,3.29,
116,3016,Clustering,https://www.acmicpc.net/problem/3016,0,9,4.22,
117,3021,원형 자갈,https://www.acmicpc.net/problem/3021,0,10,5.60,
118,3065,Tournament,https://www.acmicpc.net/problem/3065,0,11,1.91,
119,3081,프로세서 디자인,https://www.acmicpc.net/problem/3081,0,5,2.60,
120,3082,아름다운 제도,https://www.acmicpc.net/problem/3082,0,7,5.00,
121,3084,FPS,https://www.acmicpc.net/problem/3084,0,5,6.40,
122,3091,PEKAR,https://www.acmicpc.net/problem/3091,0,3,1.67,
123,3093,새 게임,https://www.acmicpc.net/problem/3093,0,3,3.33,
124,3094,강아지 기다리기,https://www.acmicpc.net/problem/3094,0,0,0.00,
125,3105,벽 쌓기,https://www.acmicpc.net/problem/3105,0,4,14.00,
126,3112,쥐덫,https://www.acmicpc.net/problem/3112,0,2,4.50,
127,3120,PODJELA,https://www.acmicpc.net/problem/3120,0,6,2.50,
128,3127,JEZERO,https://www.acmicpc.net/problem/3127,0,2,3.50,
129,3134,A Standard Problem,https://www.acmicpc.net/problem/3134,0,3,1.67,
130,3137,DORUCAK,https://www.acmicpc.net/problem/3137,0,0,0.00,
131,3141,폭발하는 공,https://www.acmicpc.net/problem/3141,0,5,6.40,
132,3143,울타리를 치자!,https://www.acmicpc.net/problem/3143,0,5,1.40,
133,3147,LIJEN,https://www.acmicpc.net/problem/3147,0,0,0.00,
134,3149,MRAVOGRAD,https://www.acmicpc.net/problem/3149,0,1,1.00,
135,3150,NOGA,https://www.acmicpc.net/problem/3150,0,2,1.00,
136,3171,크레인,https://www.acmicpc.net/problem/3171,0,1,5.00,
137,3173,karla,https://www.acmicpc.net/problem/3173,0,0,0.00,
138,3175,formule,https://www.acmicpc.net/problem/3175,0,0,0.00,
139,3180,바나나,https://www.acmicpc.net/problem/3180,0,9,2.11,
140,3198,nagibni,https://www.acmicpc.net/problem/3198,0,2,1.00,
141,3200,xl,https://www.acmicpc.net/problem/3200,0,3,2.00,
142,3201,vid,https://www.acmicpc.net/problem/3201,0,0,0.00,
143,3202,papir,https://www.acmicpc.net/problem/3202,0,0,0.00,
144,3215,reklame,https://www.acmicpc.net/problem/3215,0,0,0.00,
145,3223,chip,https://www.acmicpc.net/problem/3223,0,0,0.00,
146,3238,LINIJE,https://www.acmicpc.net/problem/3238,0,0,0.00,
147,3245,거리,https://www.acmicpc.net/problem/3245,0,5,3.80,
148,3246,SLALOM,https://www.acmicpc.net/problem/3246,0,3,1.67,
149,3248,JOZO,https://www.acmicpc.net/problem/3248,0,0,0.00,
150,3250,VOKITOKI,https://www.acmicpc.net/problem/3250,0,0,0.00,
151,3269,PARKING,https://www.acmicpc.net/problem/3269,0,3,4.33,
152,3287,CALC,https://www.acmicpc.net/problem/3287,0,1,2.00,
153,3320,사진,https://www.acmicpc.net/problem/3320,0,22,1.68,
154,3325,Information,https://www.acmicpc.net/problem/3325,0,1,1.00,
155,3328,Choosing Orders and Renting Machines,https://www.acmicpc.net/problem/3328,0,1,1.00,
156,3331,Airport Show,https://www.acmicpc.net/problem/3331,0,0,0.00,
157,3339,Mobile Service,https://www.acmicpc.net/problem/3339,0,0,0.00,
158,3342,Lanterns,https://www.acmicpc.net/problem/3342,0,1,9.00,
159,3352,BEARs,https://www.acmicpc.net/problem/3352,0,1,1.00,
160,3371,RLE Compression,https://www.acmicpc.net/problem/3371,0,0,0.00,
161,3380,Linker,https://www.acmicpc.net/problem/3380,0,0,0.00,
162,3381,Barrel,https://www.acmicpc.net/problem/3381,0,4,6.00,
163,3385,Speed Limits,https://www.acmicpc.net/problem/3385,0,2,1.00,
164,3386,테니스 클럽,https://www.acmicpc.net/problem/3386,0,4,4.50,
165,3388,L Game,https://www.acmicpc.net/problem/3388,0,1,1.00,
166,3389,Moving Robots,https://www.acmicpc.net/problem/3389,0,0,0.00,
167,3395,Time Zones,https://www.acmicpc.net/problem/3395,0,1,2.00,
168,3396,Electronical Plate,https://www.acmicpc.net/problem/3396,0,0,0.00,
169,3416,Boring Card Game,https://www.acmicpc.net/problem/3416,0,7,20.57,
170,3422,Vigenère Cipher Analysis,https://www.acmicpc.net/problem/3422,0,0,0.00,
171,3438,Hexagonal Parcels,https://www.acmicpc.net/problem/3438,0,0,0.00,
172,3445,Tough Water Level,https://www.acmicpc.net/problem/3445,0,0,0.00,
173,3446,Ants,https://www.acmicpc.net/problem/3446,0,0,0.00,
174,3450,Desperate Electrician,https://www.acmicpc.net/problem/3450,0,2,1.50,
175,3452,Bundling,https://www.acmicpc.net/problem/3452,0,0,0.00,
176,3453,Shortcut,https://www.acmicpc.net/problem/3453,0,4,2.50,
177,3454,Dice Contest,https://www.acmicpc.net/problem/3454,0,0,0.00,
178,3455,November Rain,https://www.acmicpc.net/problem/3455,0,3,1.67,
179,3457,Which is Next,https://www.acmicpc.net/problem/3457,0,1,1.00,
180,3458,Hang or not to hang,https://www.acmicpc.net/problem/3458,0,0,0.00,
181,3463,Calendar of Maya,https://www.acmicpc.net/problem/3463,0,0,0.00,
182,3466,Choir,https://www.acmicpc.net/problem/3466,0,1,1.00,
183,3468,Horizontally Visible Segments,https://www.acmicpc.net/problem/3468,0,2,3.00,
184,3470,The Bulk,https://www.acmicpc.net/problem/3470,0,1,1.00,
185,3472,Direct Visibility,https://www.acmicpc.net/problem/3472,0,0,0.00,
186,3475,The Game of Master-Mind,https://www.acmicpc.net/problem/3475,0,0,0.00,
187,3478,Run Away,https://www.acmicpc.net/problem/3478,0,4,2.50,
188,3480,Secret Code,https://www.acmicpc.net/problem/3480,0,0,0.00,
189,3481,The Proper Key,https://www.acmicpc.net/problem/3481,0,0,0.00,
190,3488,Substitution Cipher,https://www.acmicpc.net/problem/3488,0,0,0.00,
191,3489,Commedia dell' arte,https://www.acmicpc.net/problem/3489,0,0,0.00,
192,3493,Hares and Foxes,https://www.acmicpc.net/problem/3493,0,0,0.00,
193,3500,Flights,https://www.acmicpc.net/problem/3500,0,1,3.00,
194,3502,Huzita Axiom 6,https://www.acmicpc.net/problem/3502,0,0,0.00,
195,3504,Journey,https://www.acmicpc.net/problem/3504,0,0,0.00,
196,3506,Lanes,https://www.acmicpc.net/problem/3506,0,1,27.00,
197,3509,Cube Coloring,https://www.acmicpc.net/problem/3509,0,1,3.00,
198,3511,Electrification,https://www.acmicpc.net/problem/3511,0,0,0.00,
199,3514,High security,https://www.acmicpc.net/problem/3514,0,1,2.00,
200,3517,Kids Like Cakes,https://www.acmicpc.net/problem/3517,0,0,0.00,
201,3519,계산왕 연산군,https://www.acmicpc.net/problem/3519,0,5,1.20,
202,3530,Bug2,https://www.acmicpc.net/problem/3530,0,0,0.00,
203,3537,Ideal Contest,https://www.acmicpc.net/problem/3537,0,1,4.00,
204,3539,Kitchen Robot,https://www.acmicpc.net/problem/3539,0,1,3.00,
205,3549,K-equivalence,https://www.acmicpc.net/problem/3549,0,5,1.20,
206,3556,Grand Theft Auto Wheel,https://www.acmicpc.net/problem/3556,0,0,0.00,
207,3558,Image Recognition,https://www.acmicpc.net/problem/3558,0,1,2.00,
208,3560,Kripke Model,https://www.acmicpc.net/problem/3560,0,0,0.00,
209,3561,Aerodynamics,https://www.acmicpc.net/problem/3561,0,1,1.00,
210,3562,Clock,https://www.acmicpc.net/problem/3562,0,0,0.00,
211,3563,Finding Liars,https://www.acmicpc.net/problem/3563,0,3,1.33,
212,3564,Exclusive Access,https://www.acmicpc.net/problem/3564,0,0,0.00,
213,3569,Javanese Cryptoanalysis,https://www.acmicpc.net/problem/3569,0,1,1.00,
214,3570,KINA Is Not Abbreviation,https://www.acmicpc.net/problem/3570,0,1,2.00,
215,3571,Access Control Lists,https://www.acmicpc.net/problem/3571,0,1,1.00,
216,3574,Deposits,https://www.acmicpc.net/problem/3574,0,1,1.00,
217,3580,Just Too Lucky,https://www.acmicpc.net/problem/3580,0,1,1.00,
218,3581,Key to Success,https://www.acmicpc.net/problem/3581,0,1,1.00,
219,3585,Diver,https://www.acmicpc.net/problem/3585,0,0,0.00,
220,3592,Kingdom Partitioning,https://www.acmicpc.net/problem/3592,0,0,0.00,
221,3597,Domestic Networks,https://www.acmicpc.net/problem/3597,0,0,0.00,
222,3599,Formula,https://www.acmicpc.net/problem/3599,0,0,0.00,
223,3601,History of Football,https://www.acmicpc.net/problem/3601,0,0,0.00,
224,3604,K’ak’-u-pakal and Mayan Script,https://www.acmicpc.net/problem/3604,0,0,0.00,
225,3607,Driving Directions,https://www.acmicpc.net/problem/3607,0,0,0.00,
226,3608,Exchange,https://www.acmicpc.net/problem/3608,0,0,0.00,
227,3609,Fool’s Game,https://www.acmicpc.net/problem/3609,0,0,0.00,
228,3615,Alphabet,https://www.acmicpc.net/problem/3615,0,0,0.00,
229,3617,Confectionery,https://www.acmicpc.net/problem/3617,0,0,0.00,
230,3618,Deciphering,https://www.acmicpc.net/problem/3618,0,0,0.00,
231,3619,Equation,https://www.acmicpc.net/problem/3619,0,0,0.00,
232,3623,상범이의 액자,https://www.acmicpc.net/problem/3623,0,0,0.00,
233,3624,Japanese Puzzle,https://www.acmicpc.net/problem/3624,0,0,0.00,
234,3625,Kennings,https://www.acmicpc.net/problem/3625,0,0,0.00,
235,3627,Hardwood Cutting,https://www.acmicpc.net/problem/3627,0,1,2.00,
236,3628,Knockdown,https://www.acmicpc.net/problem/3628,0,0,0.00,
237,3630,Bee Garden,https://www.acmicpc.net/problem/3630,0,0,0.00,
238,3631,Cutting a Block,https://www.acmicpc.net/problem/3631,0,2,1.50,
239,3638,Jenny's First Exams,https://www.acmicpc.net/problem/3638,0,0,0.00,
240,3642,자전거,https://www.acmicpc.net/problem/3642,0,1,3.00,
241,3646,경비원,https://www.acmicpc.net/problem/3646,0,9,2.00,
242,3670,Wormly,https://www.acmicpc.net/problem/3670,0,4,4.25,
243,3672,Common Subexpression Elimination,https://www.acmicpc.net/problem/3672,0,3,1.67,
244,3690,Videopoker,https://www.acmicpc.net/problem/3690,0,2,1.50,
245,3694,Youth Hostel Dorm,https://www.acmicpc.net/problem/3694,0,1,4.00,
246,3704,Ticket to Ride,https://www.acmicpc.net/problem/3704,0,1,1.00,
247,3705,Lineland’s Airport,https://www.acmicpc.net/problem/3705,0,0,0.00,
248,3707,Unequalled Consumption,https://www.acmicpc.net/problem/3707,0,0,0.00,
249,3708,Declaration of Content,https://www.acmicpc.net/problem/3708,0,0,0.00,
250,3710,Pesky Heroes,https://www.acmicpc.net/problem/3710,0,0,0.00,
251,3712,Tantrix,https://www.acmicpc.net/problem/3712,0,0,0.00,
252,3715,Secret — MAX,https://www.acmicpc.net/problem/3715,0,0,0.00,
253,3716,Safety Grade,https://www.acmicpc.net/problem/3716,0,4,7.25,
254,3717,Search by template,https://www.acmicpc.net/problem/3717,0,1,1.00,
255,3718,Roots Intervals,https://www.acmicpc.net/problem/3718,0,2,1.00,
256,3720,Choosing a camera,https://www.acmicpc.net/problem/3720,0,0,0.00,
257,3721,Road Planner,https://www.acmicpc.net/problem/3721,0,0,0.00,
258,3722,Term Generator,https://www.acmicpc.net/problem/3722,0,0,0.00,
259,3723,Painting,https://www.acmicpc.net/problem/3723,0,0,0.00,
260,3725,Calculator,https://www.acmicpc.net/problem/3725,0,1,8.00,
261,3726,가장 큰 원,https://www.acmicpc.net/problem/3726,0,2,3.50,
262,3727,프로그래밍 대회,https://www.acmicpc.net/problem/3727,0,2,1.50,
263,3728,Control Points,https://www.acmicpc.net/problem/3728,0,2,2.50,
264,3729,Gamers,https://www.acmicpc.net/problem/3729,0,0,0.00,
265,3730,Cosmic Station,https://www.acmicpc.net/problem/3730,0,0,0.00,
266,3732,Proof Generator,https://www.acmicpc.net/problem/3732,0,0,0.00,
267,3735,Hard-working Student,https://www.acmicpc.net/problem/3735,0,0,0.00,
268,3738,Multiprocessor Scheduling,https://www.acmicpc.net/problem/3738,0,0,0.00,
269,3739,Maze Stretching,https://www.acmicpc.net/problem/3739,0,1,1.00,
270,3740,Software Industry Revolution,https://www.acmicpc.net/problem/3740,0,0,0.00,
271,3741,The Lucky Numbers,https://www.acmicpc.net/problem/3741,0,0,0.00,
272,3742,The Robbery,https://www.acmicpc.net/problem/3742,0,0,0.00,
273,3743,The Computer Game,https://www.acmicpc.net/problem/3743,0,0,0.00,
274,3744,The Bad Number,https://www.acmicpc.net/problem/3744,0,0,0.00,
275,3750,Quick answer,https://www.acmicpc.net/problem/3750,0,6,3.33,
276,3756,‘JBC’,https://www.acmicpc.net/problem/3756,0,2,7.00,
277,3757,Loan Scheduling,https://www.acmicpc.net/problem/3757,0,2,1.50,
278,3759,Highway,https://www.acmicpc.net/problem/3759,0,4,1.25,
279,3766,Sherlock Holmes,https://www.acmicpc.net/problem/3766,0,0,0.00,
280,3767,Payment System,https://www.acmicpc.net/problem/3767,0,0,0.00,
281,3768,Stargates,https://www.acmicpc.net/problem/3768,0,0,0.00,
282,3771,“Shortest” pair of paths,https://www.acmicpc.net/problem/3771,0,0,0.00,
283,3772,Linear world,https://www.acmicpc.net/problem/3772,0,0,0.00,
284,3773,Songs,https://www.acmicpc.net/problem/3773,0,0,0.00,
285,3781,Cave Exploration,https://www.acmicpc.net/problem/3781,0,0,0.00,
286,3784,Cable TV Network,https://www.acmicpc.net/problem/3784,0,0,0.00,
287,3785,Alibaba,https://www.acmicpc.net/problem/3785,0,1,1.00,
288,3792,Lord of the Ring,https://www.acmicpc.net/problem/3792,0,0,0.00,
289,3795,Firefighters,https://www.acmicpc.net/problem/3795,0,0,0.00,
290,3796,Binary Polynomials,https://www.acmicpc.net/problem/3796,0,0,0.00,
291,3799,BOAT,https://www.acmicpc.net/problem/3799,0,1,2.00,
292,3801,Game,https://www.acmicpc.net/problem/3801,0,0,0.00,
293,3804,Sly Number,https://www.acmicpc.net/problem/3804,0,0,0.00,
294,3808,ACGU,https://www.acmicpc.net/problem/3808,0,2,19.00,
295,3809,Old School Days,https://www.acmicpc.net/problem/3809,0,1,1.00,
296,3832,Company Organization,https://www.acmicpc.net/problem/3832,0,4,3.00,
297,3833,아름다운 레이아웃,https://www.acmicpc.net/problem/3833,0,18,3.17,
298,3848,Fake scoreboard,https://www.acmicpc.net/problem/3848,0,11,2.36,
299,3851,Sensor network,https://www.acmicpc.net/problem/3851,0,2,3.50,
300,3852,생산 공정,https://www.acmicpc.net/problem/3852,0,8,2.75,
301,3853,자물쇠와 열쇠,https://www.acmicpc.net/problem/3853,0,2,6.00,
302,3867,고속도로 위의 마을,https://www.acmicpc.net/problem/3867,0,4,1.50,
303,3868,Awkward Lights,https://www.acmicpc.net/problem/3868,0,3,1.00,
304,3869,The Two Men of the Japanese Alps,https://www.acmicpc.net/problem/3869,0,1,1.00,
305,3871,Test Case Tweaking,https://www.acmicpc.net/problem/3871,0,3,1.00,
306,3872,Where’s Wally,https://www.acmicpc.net/problem/3872,0,2,1.00,
307,3877,Swimming Jam,https://www.acmicpc.net/problem/3877,0,2,1.00,
308,3880,화학자의 수학,https://www.acmicpc.net/problem/3880,0,2,1.50,
309,3883,Hobby on Rails,https://www.acmicpc.net/problem/3883,0,1,1.00,
310,3884,Infected Land,https://www.acmicpc.net/problem/3884,0,0,0.00,
311,3887,Stopped Watches,https://www.acmicpc.net/problem/3887,0,2,1.00,
312,3888,Digits on the Floor,https://www.acmicpc.net/problem/3888,0,1,1.00,
313,3890,Traveling Cube,https://www.acmicpc.net/problem/3890,0,2,1.00,
314,3891,키워드 검색,https://www.acmicpc.net/problem/3891,0,3,1.00,
315,3892,Top Spinning,https://www.acmicpc.net/problem/3892,0,1,1.00,
316,3893,공통 다항식,https://www.acmicpc.net/problem/3893,0,1,2.00,
317,3894,지그재그,https://www.acmicpc.net/problem/3894,0,0,0.00,
318,3898,Lowest Pyramid,https://www.acmicpc.net/problem/3898,0,0,0.00,
319,3899,도로 지도,https://www.acmicpc.net/problem/3899,0,2,1.50,
320,3909,맨하탄 배선,https://www.acmicpc.net/problem/3909,0,0,0.00,
321,3911,Polygons on the Grid,https://www.acmicpc.net/problem/3911,0,0,0.00,
322,3912,The Best Name for Your Baby,https://www.acmicpc.net/problem/3912,0,3,1.00,
323,3913,Enjoyable Communication,https://www.acmicpc.net/problem/3913,0,0,0.00,
324,3915,Book Replacement,https://www.acmicpc.net/problem/3915,0,0,0.00,
325,3916,Colored Cubes,https://www.acmicpc.net/problem/3916,0,1,1.00,
326,3917,Organize Your Train,https://www.acmicpc.net/problem/3917,0,0,0.00,
327,3920,Network Mess,https://www.acmicpc.net/problem/3920,0,1,1.00,
328,3921,Bingo,https://www.acmicpc.net/problem/3921,0,0,0.00,
329,3927,Confusing Login Names,https://www.acmicpc.net/problem/3927,0,2,2.50,
330,3928,Dice Puzzle,https://www.acmicpc.net/problem/3928,0,3,1.00,
331,3930,Inherit the Spheres,https://www.acmicpc.net/problem/3930,0,1,3.00,
332,3931,Crossing Prisms,https://www.acmicpc.net/problem/3931,0,0,0.00,
333,3937,Gap,https://www.acmicpc.net/problem/3937,0,0,0.00,
334,3939,Monster Trap,https://www.acmicpc.net/problem/3939,0,0,0.00,
335,3947,폴하버의 삼각형,https://www.acmicpc.net/problem/3947,0,8,1.50,
336,3949,Mad Veterinarian,https://www.acmicpc.net/problem/3949,0,0,0.00,
337,3950,Windmill Animation,https://www.acmicpc.net/problem/3950,0,0,0.00,
338,3951,Push-To Telescope,https://www.acmicpc.net/problem/3951,0,0,0.00,
339,3956,Outsourcing,https://www.acmicpc.net/problem/3956,0,3,2.00,
340,3963,Treasure Diving,https://www.acmicpc.net/problem/3963,0,6,2.50,
341,3965,Genetic Fraud,https://www.acmicpc.net/problem/3965,0,8,2.63,
342,3966,Indiana Jones and the lost Soccer Cup,https://www.acmicpc.net/problem/3966,0,13,1.92,
343,3968,Magical Crafting,https://www.acmicpc.net/problem/3968,0,2,1.00,
344,3969,My brother’s diary,https://www.acmicpc.net/problem/3969,0,15,2.07,
345,3971,Sightseeing,https://www.acmicpc.net/problem/3971,0,4,1.75,
346,3974,Absurd prices,https://www.acmicpc.net/problem/3974,0,2,5.50,
347,3975,Cheating or Not,https://www.acmicpc.net/problem/3975,0,0,0.00,
348,3979,Last Minute Constructions,https://www.acmicpc.net/problem/3979,0,0,0.00,
349,3983,The Two-ball Game,https://www.acmicpc.net/problem/3983,0,3,1.00,
350,3984,To score or not to score,https://www.acmicpc.net/problem/3984,0,0,0.00,
351,4007,단어 추측 게임,https://www.acmicpc.net/problem/4007,0,1,1.00,
352,4021,I’ve Got Your Back(gammon),https://www.acmicpc.net/problem/4021,0,11,1.45,
353,4023,Road Series,https://www.acmicpc.net/problem/4023,0,0,0.00,
